3.4	Bremer sagte, eine Initiative sei es, ein $70 Millionen landesweites Programm in den nächsten zwei Wochen zu starten, um Nachbarschaften zu bereinigen und Gemeinschaftsprojekte aufzubauen.	Bremer sagte, er würde in den nächsten zwei Wochen ein 70-Millionen-Dollar-Programm starten, um Nachbarschaften im Irak zu bereinigen und Gemeinschaftsprojekte aufzubauen, gab aber keine Details.
2.4	Der Nasdaq-Composite-Index stieg um 30,46 Punkte oder 2 Prozent auf 1.520,15.	Die Nasdaq hatte einen wöchentlichen Gewinn von 17,27 oder 1,2 Prozent und schloss bei 1.520.15, nachdem sie gestern 30,46 gewonnen hatte.
2.6	Das britische Auswärtige Amt sagte Montag, dass die Koalitionsbehörden im Irak erfreut waren, dass die Männer befreit wurden.	Das britische Auswärtige Amt sagte, es habe die Freilassung der beiden Männer vermittelt.
2.8	Wal-Mart schätzt, dass mehr als 100 Millionen Amerikaner jede Woche ihre Geschäfte besuchen.	Jede Woche besuchen 138 Millionen Käufer die 4.750 Geschäfte von Wal-Mart.
3.2	Herr Prodi hinzugefügt: „Vielleicht, aber das Alter hilft uns, unsere Stärken und Schwäche zu verstehen.“	„Vielleicht, aber das Alter hilft uns, unsere Stärke und unsere Schwäche und die Realität der Welt zu verstehen.
2.4	„Ich bin stolz darauf, dass ich gegen Richard Nixon stand, nicht mit ihm“, sagte Kerry.	„Ich marschierte auf der Straße gegen Richard Nixon und den Vietnamkrieg“, sagte sie.
3.25	Die Aktien von Corixa erhielten 71 Cent oder 10% auf 7,91$ auf der Nasdaq.	Im späten Vormittag Handel auf dem Nasdaq Stock Market, Corixa stieg um 74 Cent, oder 10%, auf $7,94.
2.75	Sprecher des FBI, der CIA, des Canadian Security Intelligence Service und der Royal Canadian Mounted Police lehnten es ab, El Shukrijumah Aufenthalt in Kanada zu kommentieren.	Das FBI, die CIA, der Canadian Security Intelligence Service und die Royal Canadian Mounted Police lehnten es ab, den Washington Times Bericht zu kommentieren.
4.0	„Dies war ein hartnäckiges Problem, das nicht gelöst wurde“, sagte Ermittlungsvorstandsmitglied Steven Wallace.	„Dies war ein hartnäckiges Problem, das mechanisch und physisch nicht gelöst wurde“, sagte Vorstandsmitglied Steven Wallace.
3.6	„Amerikaner schneiden und rennen nicht, wir müssen dieses Missgeschick durchsehen“, sagte sie.	Sie versprach auch, Frieden in den Irak zu bringen: „Amerikaner schneiden nicht und rennen, wir müssen dieses Missgeschick durchmachen.“
3.8	„Es besteht kein Zweifel an dem Chemieprogramm, dem biologischen Programm, ja dem Nuklearprogramm, in der Tat allem, was von der UNO dokumentiert wurde“, sagte er.	Er fügte hinzu: „Es besteht kein Zweifel an dem Chemieprogramm, dem biologischen Programm und dem Atomwaffenprogramm.
4.6	Ridge sagte, dass keine echten Sprengstoffe oder schädliche Geräte in der Übung verwendet werden.	Ridge sagte, dass keine tatsächlichen Sprengstoffe oder andere Schadstoffe verwendet werden.
3.25	Das ist Amerika, meine Freunde, und es sollte hier nicht passieren „, sagte er zu lautem Applaus.	„Das ist Amerika, meine Freunde, und es sollte hier nicht passieren.“
3.75	Am 1. Mai kroch er durch eine enge, gewundene Schlucht, rappelte eine 60 Meter lange Klippe hinunter und spazierte etwa 6 Meilen den Canyon hinunter.	Er kroch durch eine enge, verwinkelte Schlucht, rappelte eine 60 Meter lange Klippe hinunter und spazierte etwa 6 Meilen den Canyon in der Nähe des Canyonlands National Parks im Südosten Utah hinunter.
4.0	Amnesty International hat gesagt, dass es in den letzten 20 Jahren Informationen über 17.000 Verschwinden im Irak gesammelt hat, aber die tatsächliche Zahl könnte viel höher sein.	Amnesty International sagte, dass es in den letzten 20 Jahren Informationen über 17.000 Verschwinden im Irak gesammelt habe.
3.75	Texas Instruments kletterte gestern $1,37 auf $19,25 und Novellus Systems Inc. stieg $1,76 auf $36,31.	Texas Instruments kletterte $1,37 auf $19,25 und Novellus Systems erweiterte $1,76 auf $US36,31, jeder wurde von Lehman auf „übergewichtig“ erhöht.
3.455	Sie bat um Entschuldigung bei der Kabinettsitzung letzte Woche, um sich auf ein Treffen mit den Präsidenten Ruandas und Ugandas vorzubereiten.	Sie machte den höchst ungewöhnlichen Schritt, das Kabinett zu überspringen, um an einem Treffen mit den Präsidenten von Ruanda und Uganda teilzunehmen.
4.0	In einer Mischung aus alten heidnischen und modernen christlichen Riten haben die Dorfbewohner eine Reihe von Zeremonien inszeniert, in der Hoffnung, das Unglück zu löschen, von dem sie glauben, dass sie arm gehalten haben.	In einer Mischung aus alten melanesischen heidnischen und modernen christlichen Zeremonien versuchten die Menschen erneut, das Unglück zu löschen, das sie seit dieser langen Mahlzeit arm gehalten haben.
2.5	Der Dow Jones Industrie-Durchschnitt. DJI stieg um 13,33 Punkte oder 0,15 Prozent auf 9.196,55.	Der Dow Jones Industrie-Durchschnitt <.DJI> lag bei 7.75 Punkten oder 0,08 Prozent bei 9.175,47.
0.25	Monkeypocken sind in der Regel nur in Zentral- und Westafrika zu finden.	Prärienhunde, die normalerweise in südwestlichen und westlichen Staaten gefunden werden, sind nicht in Wisconsin einheimisch.
3.833	Der Film ist der zweite einer Trilogie, die sich im November mit The Matrix Revolutions zusammenschließen wird.	„Reloaded“ ist die zweite Folge einer Trilogie; „The Matrix Revolutions“ ist für das Debüt im November geplant.
3.75	Darüber hinaus sagte das Justizministerium, dass das FBI „weniger als 10“ Untersuchungen mit Besuchen in Moscheen durchgeführt hat.	Darüber hinaus haben „weniger als 10“ FBI-Büros Untersuchungen mit Besuchen in islamischen Moscheen durchgeführt, sagte das Justizministerium.
3.25	Der Start fällt zeitgleich mit der JavaOne Entwicklerkonferenz in San Francisco in dieser Woche.	Die Nachricht kommt auch in Verbindung mit Suns jährlichen JavaOne Entwicklerkonferenz in San Francisco.
2.75	A Royal Duty basiert auf seinen Erfahrungen mit Diana, Prinzessin von Wales und Briefen, die angeblich an und von ihr stammen.	Der königliche Haushalt hielt sich für weitere Enthüllungen in A Royal Duty, basierend auf der Zeit des ehemaligen Dieners mit Diana, Prinzessin von Wales.
3.0	Die Armee sagte, dass der Überfall, der nur wenige Tage nach israelischen Truppen Abdullah Kawasme, den Hamas-Führer in der Stadt, auf Militanten in der Hamas abzielte.	Die Verhaftungen kamen nur wenige Tage, nachdem israelische Truppen Abdullah Kawasme, der Führer der militanten Gruppe in Hebron, erschossen und getötet hatten.
3.2	SARS beansprucht das Leben von 44 Menschen in Toronto, darunter zwei Krankenschwestern und ein Arzt.	Das Virus tötete 44 Menschen in Toronto, darunter einen Arzt und zwei Krankenschwestern.
4.6	Der neue Online-Musikdienst von Apple Computer verkaufte mehr als 1 Million Songs während seiner ersten Woche des Betriebs, sagte das Unternehmen Montag.	Apple Computer Inc. sagte Montag, dass es die Erwartungen der Plattenindustrie übertraf, indem er mehr als 1 Million Songs seit der Einführung seines Online-Musikstore vor einer Woche verkaufte.
3.6	Er war zweimal zuvor wegen Übertretung verhaftet worden und aus dem Komplex ausgeschlossen worden - Heimat seiner Mutter und zwei Kinder.	Er war zweimal zuvor wegen Übertretung verhaftet worden und wurde aus dem Komplex ausgeschlossen.
4.4	Der Chairman und CEO von Oracle Corp, Larry Ellison, schließt nicht aus, das unaufgeforderte Angebot des Unternehmens zum Erwerb von Rivalen PeopleSoft Inc. zu versüßen.	Oracle-Vorsitzender Larry Ellison hat angedeutet, dass das Unternehmen sein Angebot für Rivalen PeopleSoft noch einmal erhöhen könnte.
4.056	Der portugiesische Wetterdienst sagte, dass die Hitzewelle Europas durch eine Masse heißer, trockener Luft verursacht wurde, die sich aus dem Südosten bewegt.	Die Hitzewelle sei auf eine Masse von heißer, trockener Luft aus dem Südosten zurückzuführen, sagte Mario Almeida von Portugals Wetterdienst.
3.5	„Steuerzahler-Dollar auszugeben, um Terrorismus-Wettstände zu schaffen, ist ebenso verschwenderisch wie abstoßend“, kündigten sie gestern auf einer Pressekonferenz an.	„Die Ausgaben von Steuerzahler-Dollar, um Terrorismus-Wett-Salons zu schaffen, ist so verschwenderisch wie abstoßend“, sagte Wyden und Dorgan Montag in einem Brief an das Pentagon.
5.0	Dennoch könnte das „etwas zweideutige Urteil“ ein Rückschlag für Static Control sein, je nachdem, wie es sein konkurrierendes Produkt entwickelt hat, sagte Merrill Lynch Analyst Steven Milunovich.	Aber Merrill Lynch Analyst Steven Milunovich sagte, dass das „etwas zweideutige Urteil“ von Regulierungsbehörden ein Rückschlag für die statische Kontrolle sein könnte, je nachdem, wie es sein konkurrierendes Produkt entwickelt.
4.0	Die Affen konnten ihren Fortschritt verfolgen, indem sie eine schematische Darstellung des Arms und seiner Bewegungen auf einem Videobildschirm beobachten.	Der Arm wurde in einem separaten Raum gehalten, aber die Affen konnten ihren Fortschritt verfolgen, indem sie eine Darstellung des Armes und seiner Bewegungen auf einem Videobildschirm beobachten.
4.0	Das löste eine 47-stündige Polizeiauffallung aus, die Tausende von Pendlern inanpackte, als der Verkehr in Downtown Washington und Nord-Virginia sicherte.	Sein Protest führte zu einer 47-stündigen Standoff bei der Polizei, die riesige Staus in der Innenstadt von Washington und Nord-Virginia verursachte.
4.75	Der Index von Standard & Poor's 500 stieg um 6,48 oder 0,7 Prozent auf 990,51.	Der breitere Standard & Poor's 500 Index .SPX stieg um 6,48 Punkte oder 0,66 Prozent auf 990,51.
3.75	Landwirtschaftsminister aus mehr als hundert Nationen werden erwartet, dass sie an der dreitägigen Ministerkonferenz und der vom US-Landwirtschaftsministerium gesponserten Expo on Agricultural Science and Technology teilnehmen.	US-Agrarsekretärin Ann Veneman startet am Montag die dreitägige Ministerkonferenz und die Ausstellung über Agrarwissenschaft und Technologie.
4.0	Kompliziert die Situation ist die Anwesenheit von kämpferischen Liberiern, die auf beiden Seiten gekämpft haben.	Der Kampf hat sich sporadisch im Westen fortgesetzt, wo es durch die Anwesenheit von schlachtverhärteten Liberiern auf beiden Seiten erschwert wird.
3.5	Auch in diesem Jahr findet die Audubon Society wieder ihren jährlichen Weihnachtsvogelgraf statt.	Es ist der jährliche Weihnachtsvogelzähler der National Audubon Society, jetzt in seiner 104. Staffel.
3.0	Bevor es entfernt wurde, die Website in gebrochenem Englisch aufgeführt die Regeln für Hacker, die teilnehmen könnten.	Organisatoren gründeten eine Website, http://defacerschallenge.com, die in gebrochenem Englisch die Regeln für Hacker auflistet, die teilnehmen könnten.
4.2	Ärzte haben spekuliert, dass das körpereigene Östrogen vor Zellschäden schützt und die Durchblutung verbessert.	Ihr Glaube basiert auf Spekulationen, dass Östrogen Zellschäden verhindert und den Blutfluss verbessert.
3.4	Sie fanden auch, dass Kurzheit mit einer Familiengeschichte von Hörverlust verbunden war.	Kurzheit wurde doppelt so oft bei Menschen mit Hörverlust gefunden.
4.6	Cisco Führungskräfte sagten, dass sie von 1,3 Milliarden US-Dollar an Cashflow und dem Anstieg des Nettogewinns ermutigt wurden, hofften aber auf eine Erholung.	Cisco Führungskräfte wurden von 1,3 Milliarden US-Dollar an Cashflow und dem Anstieg des Nettogewinns ermutigt, sagten aber, sie blieben ```vorsichtig optimistisch“ über einen Rebound.
4.0	In einer E-Mail-Erklärung an den Knoxville News Sentinel sagte Shumaker: „Ich gebe keinen Rücktritt in Betracht.	Ich gebe keine Rücksicht auf den Rücktritt „, sagte Shumaker in einer Erklärung.
4.0	Eine Umfrage zeigte, dass das FBI-Buckging des Bürgermeisters einen Schub zu seiner Wiederwahl gegen GOP-Gegner Sam Katz gegeben hatte.	Eine Umfrage, die diese Woche veröffentlicht wurde, zeigte, dass das FBI Bugging des Bürgermeisters einen Schub für seine Wiederwahl gegeben hat.
3.643	Der verletzte Passagier im John Peter Smith Hospital starb später Freitagmorgen, sagte Jones.	Der verletzte Passagier bei John Peter Smith starb später am Morgen; sein Name sei nicht freigelassen worden, sagte Jones.
3.6	Ärzte hatten geplant, ihn zwei Wochen früher, am oder um den 14. November, zu liefern.	Ein Kaiserschnitt war ursprünglich Mitte November geplant, zwei Wochen früher.
4.0	Sobig.F verbreitet sich, wenn ahnungslose Computerbenutzer Dateianhänge in E-Mails öffnen, die so vertraute Überschriften wie „Danke!,“ „Re: Details“ oder „Re: That Movie.“	Der Virus verbreitet sich, wenn ahnungslose Computerbenutzer Dateianhänge in E-Mails öffnen, die vertraute Überschriften wie „Danke!“ enthalten. und „Re: Details“.
1.0	Der technologisch geschnürte Nasdaq Composite Index .IXIC stieg um 17,26 Punkte oder 1,06 Prozent auf 1.640,06, basierend auf den neuesten Daten.	Der breitere Standard & Poor's 500 Index <.SPX> gewann 5,51 Punkte oder 0,56 Prozent auf 981,73.
3.4	Gründer der Gruppe sind Matsushita Electric, Sony, Hitachi, NEC, Royal Philips Electronics, Samsung, Sharp und Toshiba.	Die Gründungsmitglieder der CELF sind Hitachi, Matsushita, NEC, Philips, Samsung, Sharp, Sony und Toshiba.
1.75	Ist es in der Lebensmittelversorgung?“ sagt David Ropeik, Director of Risk Communication am Harvard Center for Risk Analysis.	„Es ist nicht Null“, sagte David Ropeik, Direktor für Risikokommunikation am Harvard Center for Risk Analysis.
3.0	Während eines schreienden Spiels im Jahr 1999 sagte Carolyn John, dass sie noch mit Bergin schläfe.	Sie wiederum erzählte John gelegentlich, dass sie noch mit einem Ex-Freund „Baywatch“ -Hunk Michael Bergin schlief.
3.25	Andererseits, wenn dies dazu beitragen wird, Steves Unschuld weiter zu etablieren, begrüßen wir sie.“	Wenn die Entwässerung der Teiche in Maryland weiter dazu beitragen wird, Steves Unschuld zu etablieren, begrüßen wir sie.“
3.4	Fletcher sagte, er erwarte die Unterstützung von Gesetzgebern aus Agrarstaaten, von denen viele im Ausschuss sind.	Er sagte, er erwarte auch die Unterstützung von Gesetzgebern aus anderen Agrarstaaten.
3.2	Sieben 20- und 21-jährige Kadetten wurden am frühen Samstag von der Polizei wegen Alkoholkonsum in einem Off-Campus-Hotelzimmer mit zwei jungen Frauen im Alter von 16 und 18 Jahren eingekauft.	Sieben 20- und 21-jährige männliche Kadetten wurden am frühen Samstag in einem Off-Campus-Hotelzimmer gefangen mit zwei weiblichen Teenagern, 16 und 18 Jahren.
2.8	Ein solcher Schritt könnte das Problem vor den UN-Sicherheitsrat stellen.	Die Angelegenheit könnte dann an den UN-Sicherheitsrat gerichtet werden.
2.4	Er plante, den ganzen Tag zu bleiben, bis der Fluss Haube, was für spät letzte Nacht prognostiziert wurde.	Er und die anderen Anwälte wollten bleiben, bis der Fluss zurückgeht.
3.4	Das Camp veranstaltet laut seiner Website das ganze Jahr über religiöse Retreats für Kinder und andere Veranstaltungen.	Das Sophia Camp beherbergt religiöse Retreats für Kinder während der Sommermonate sowie andere Veranstaltungen das ganze Jahr über, laut seiner Website.
3.6	Die Händler sagten, dass die Abwärtsdynamik der einheitlichen Währung gegenüber dem Dollar die Geschwindigkeit erhöhen könnte, wenn sie unter 1,15$ brach.	Die Händler sagten, der Abwärtsdynamik des Euro könnte die Geschwindigkeit erhöhen, wenn er unter $1,15 brechen.
3.8	Gemstar's Aktien sammelten 2,6 Prozent und fügten 14 Cent auf 5,49 US-Dollar am Ende hinzu.	Gemstar-Aktien erhöhten sich in den Nachrichten und schloss 2,6 Prozent bei 5,49 US-Dollar auf Nasdaq ab.
4.8	Zu den Unternehmen gehören neben dem Chiphersteller Intel Sony Corp., Microsoft Corp., Hewlett-Packard Co., IBM Corp., Gateway Inc. und Nokia Corp.	Neben dem Chiphersteller Intel gehören Sony, Microsoft, Hewlett-Packard, International Business Machines, Gateway, Nokia und andere Unternehmen.
3.8	Kroger Co., der Ralphs gehört, und Albertsons Inc. verhandeln gemeinsam mit Safeway und sperrten ihre Gewerkschaftsarbeiter am nächsten Tag aus.	In einer Show der unternehmerischen Solidarität sperrten Kroger Co., der Ralphs gehört, und Albertson Inc. am nächsten Morgen ihre Arbeiter aus.
3.333	Nach Angaben des Census Bureau stieg die spanische Bevölkerung um 9,8 Prozent gegenüber den Zahlen der Volkszählung im April 2000.	Die spanische Bevölkerung stieg um 9,8% gegenüber der Volkszählung im April 2000, trotz weniger günstiger sozialer und wirtschaftlicher Bedingungen als in den 1990er Jahren.
2.5	Seine Aktien sprang auf $54,50 im Pre-Open-Handel von $50,90 am Mittwoch schließen.	Die Aktien sprang fast 7 Prozent im Pre-Open-Handel und stiegen auf 18,26$ von 17,05$ am Ende des Dienstag.
2.4	Der Dow Jones Industrie-Durchschnitt <.DJI> lag bei 58,69 Punkten oder 0,64 Prozent bei 9.137,86.	Der Dow Jones Industrie-Durchschnitt .DJI sank um 79,43 Punkte oder 0,86 Prozent auf 9.17,12 am Freitag.
3.8	Seine Anwältin, Pamela MacKey, sagte, Bryant erwarte, dass sie vollständig entlaßt werden.	„Mr. Bryant ist unschuldig und erwartet, vollständig entlagert zu werden“, sagte Mackey in einer Erklärung.
3.0	Es war der beste Fortschritt seit dem 1. Oktober, als der Index 22,25 gewann.	Der 500 Index von Standard & Poor's stieg um 15,66 auf 1.046,79, sein bester Fortschritt seit dem 1. Oktober, als er 22,25 gewann.
3.692	Mr. Mask sagte, Mr. Cullen würde bis Donnerstag aus dem Somerset County Gefängnis genommen und in das Ann Klein Forensic Hospital außerhalb von Trenton für psychiatrische Versorgung gezogen werden.	Charles Cullen, 43 Jahre alt, wurde aus dem Somerset County Jail in Somerville in das Anne Klein Forensic Center verlegt, eine psychiatrische Behandlungseinrichtung mit 150 Betten in Trenton.
3.0	Wissenschaftler glaubten, dass Stardust Tausende von Staubpartikeln gefangen hat.	Stardust wurde entwickelt, um Tausende von Staubpartikeln zu sammeln, die aus Wild 2 strömen.
2.75	Der Bericht des unabhängigen Sachverständigenausschusses zielt darauf ab, jeden Verdacht über den Umgang mit der Regierung Hongkongs mit der SARS-Krise zu zerstreuen.	Ein lang erwarteter Bericht über den Umgang mit dem SARS-Ausbruch durch die Regierung Hongkongs wurde veröffentlicht.
3.25	Beide Geräte implementieren die ESCO-Anlage des v1.2-Standards, um die Grundlage für neue kabellose Telefonieanwendungen zu schaffen.	BlueCore3 implementiert auch die ESco-Anlage v1.2, um die Grundlage für fortschrittliche kabellose Telefonie-Anwendungen für die Bluetooth-Übertragung zu bieten.
3.5	Der Rückgang der Kerngroßhandelspreise im April spiegelt die fallenden Preise für Autos, Lastwagen, Herren- und Jungenkleidung sowie Zigaretten wider.	Das war der größte Rückgang seit August 1993 und ging auf sinkende Preise für Autos, Lastwagen, Herren- und Jungenkleidung sowie Zigaretten zurück.
3.0	Internationale Rettungskräfte scheuen abgeflachte Trümmer für Überlebende in der zerbrochenen alten Stadt der Seidenstraße des Iran, nachdem ein gewalttätiges Erdbeben mehr als 20.000 Menschen getötet hatte.	Internationale Rettungskräfte hackten verzweifelt durch abgeflachte Trümmer für Überlebende und Friedhöfe überflutet gestern in der alten Stadt der Seidenstraße des Iran Bam.
4.0	Griffith, ein gebürtiger Mount Airy, lebt heute an der Küste von North Carolina in Manteo.	Griffith (77) wuchs in Mount Airy auf und lebt heute in Manteo.
4.667	Der Conference Board berichtete, dass sein US-Verbraucherkonfidenzindex im Juni von 83,6 im Mai auf 83,5 sank.	Der Verbrauchervertrauensindex lag im Juni bei 83,5 und lag leicht unter einer revidierten 83,6 im Mai, so der Konferenzrat.
3.333	„Ich merke eine Stimmungsänderung in ihren Prioritäten“, sagte ein Politiker.	„Ich merke einen Stimmungswechsel in ihren Prioritäten“, sagte ein irakischer Politiker nach einem Treffen mit Herrn Bremer.
2.4	Heather, 35, die bei einem Verkehrsunfall ein Bein verloren hat, soll Stahlplatten in ihre Hüften eingebaut haben, was eine natürliche Geburt unmöglich machen würde.	Das frühere Modell Lady McCartney verlor 1993 bei einem Verkehrsunfall ein Bein und versteht sich, dass Stahlplatten in den Hüften angebracht sind, was die natürliche Geburt erschweren würde.
3.857	Das Netzwerk wird auch seine Freitagabend „Dateline“ -Ausgabe fallen lassen.	Das Netzwerk wird eine Ausgabe von „Dateline“ fallen lassen, seine Newsmagazin-Franchise.
2.4	Vizepräsident Dick Cheney und Mississippi republikanischer Gubernatorialkandidat Haley Barbour erkennen die jubelnde Menge an.	Vizepräsident Dick Cheney sagt, dass Mississippi Republikaner Haley Barbour ein guter Gouverneur sein würde, weil seine Regierung und Geschäft versierte.
3.0	Die 51-jährige Krankenschwester arbeitete im North York General Hospital, dem Epizentrum des jüngsten Ausbruchs.	Emile Laroza, 51, vertraglich SARS als Krankenschwester im North York General Hospital, dem Epizentrum des zweiten SARS-Ausbruchs.
2.0	Rusch hat auch fünf oder mehr verdiente Läufe in jedem seiner letzten drei Starts erlaubt.	Redman hat zwei verdiente Läufe oder weniger in sechs seiner neun Starts erlaubt.
1.6	Mr. Turner übertrug etwa 10 Millionen Aktien an ein gemeinnütziges Treuhandwerk, bevor sie verkauft wurden.	Der Umsatz verlässt Mr. Turner mit rund 45 Millionen Anteilen an AOL.
4.0	Er rekrutierte auch andere, um an dem Programm teilzunehmen, indem er sie dazu überzeugte, betrügerisch erworbene Waren zu erhalten, die er selbst bestellt hatte.	Er rekrutierte auch andere Leute, um die Lieferung von betrügerisch erhaltenen Waren zu nehmen, die er bestellt hatte.
3.8	Die New York Mets wählten dann Outfielder Lastings Milledge von der Lakewood Ranch High School in Florida aus.	Die Mets nahmen Lastings Milledge, ein Outfielder aus Florida, mit dem 12. Pick.
1.273	Florida Sen. Bob Graham war von 61 Prozent der Befragten nicht identifizierbar.	Kerry wurde von 66 Prozent der Befragten positiv angesehen; Dean bei 57 Prozent.
1.0	Der breitere Standard & Poor's 500 Index .SPX stieg um 3,47 Punkte oder 0,36 Prozent auf 977,59.	Der technisch beladene Nasdaq Composite Index .IXIC schuppen 8 Punkte oder 0,45 Prozent auf 1.645.
3.0	Als Ergebnis brachen 24 Spieler in der ersten Runde Par.	Vierundzwanzig Spieler brachen Par in der ersten Runde, die dritthöchste Zahl in der US Open Geschichte.
4.0	Albertsons und Krogers Ralphs-Kette sperrten ihre Arbeiter als Reaktion aus.	Krogers Ralphs-Kette und Albertsons sperrten ihre Lebensmittelarbeiter sofort in einer Solidaritätsbekundung aus.
2.0	Der technologiegepackte Nasdaq Composite Index <.IXIC> sank 37,78 Punkte oder 1,94 Prozent auf 1.912,36 Punkte.	Der Nasdaq Composite Index fiel für die Woche 2,95 oder 0,2 Prozent auf 1.912,36, nachdem gestern 37,78 gestolpert war.
1.0	Aktien von SCO geschlossen bei $10,93, um 28 Cent, im Handel am Nasdaq Stock Market.	IBM Aktien schlossen $1,75, oder 2,11 Prozent, bei $84,50 an der New Yorker Börse.
3.0	Das Haus stimmte 425 zu 2, um den Gesetzentwurf zu löschen, die erste von 13, dass der Kongress jedes Jahr passieren muss, um die Bundesregierung zu finanzieren.	Der Gesetzentwurf gehört zu den ersten von 13, die der Kongress jedes Jahr verabschieden muss, um die Bundesregierung zu finanzieren.
4.75	Knight stimmte einem zweijährigen Vertrag von 2,38 Millionen Dollar zu, der einen $300.000 Unterschriftenbonus enthielt.	ESPN berichtete, dass Knight Zwei-Jahres-Deal $2,38 Millionen wert ist, einschließlich eines $300.000 Unterzeichnungsbonus.
2.75	Gegenüber der japanischen Währung lag der Euro bei 135,92/6,04 Yen gegenüber dem späten New Yorker Niveau von 136,03/14.	Der Dollar lag bei 117,85 Yen gegenüber der japanischen Währung, ein Plus von 0,1 Prozent.
4.5	Das Verfahren wird in der Regel im zweiten oder dritten Trimester durchgeführt.	Die Technik wird während des zweiten und gelegentlich dritten Trimesters der Schwangerschaft verwendet.
3.0	Neben Hampton und Newport News finanziert das Grant Wassertests in Yorktown, King George County, Norfolk und Virginia Beach.	Das Stipendium finanziert auch Strandtests in King George County, Norfolk und Virginia Beach.
3.0	Er sagte, die Angreifer hinterließen Flugblätter und forderten die Mitarbeiter im Ishtar Sheraton auf, nicht mehr im Hotel zu arbeiten, und die US-Streitkräfte verlassen den Irak.	Er sagte, die Angreifer hinterließen Flyer und forderten die Arbeiter im Ishtar Sheraton auf, nicht mehr im Hotel zu arbeiten.
3.0	Mit der Erwärmung der Diplomatie in der fast 10 Monate alten Atomkrise soll der chinesische Außenminister Li Zhaoxing vom 13. bis 15. August Südkorea besuchen.	Mit der Erwärmung der Diplomatie in der fast 10 Monate alten Krise fliegt der chinesische Außenminister Li Zhaoxing am Sonntag auf dem Weg nach Südkorea am 13. August nach Japan.
2.588	Bond Bulls möchten, dass die Fed erkennt, dass Risiken auf wirtschaftliche Schwäche ausgerichtet sind.	Die Fed sagte auch, dass die Risiken für die Wirtschaft auf Schwäche ausgerichtet seien.
3.6	„Es gibt das reale Potenzial für einen sekundären Zusammenbruch“, sagte Gov. James McGreevey.	Der beschädigte Bereich der Garage war nicht stabil, mit ```das eigentliche Potenzial für einen sekundären Zusammenbruch“, sagte McGreevey.
2.333	Nr. 2 HP sah seinen Unix-Server-Umsatz um 3,6 Prozent auf 1,36 Milliarden US-Dollar.	HP fiel auf den zweiten Platz, wobei der Serverumsatz um 0,4 Prozent auf 2,9 Milliarden US-Dollar stieg.
2.25	„Die Menschen sind offensichtlich unannehmlichkeiten“, sagte Dr. Jim Young, Ontarios Beauftragter für öffentliche Sicherheit.	„Wir sind überaus wachsam“, sagte Dr. James Young, Ontarios Beauftragter für öffentliche Sicherheit.
2.5	Die anderen erhielten Kopien von „Dr. Atkins' New Diet Revolution“ und sagten, sie zu folgen.	Die Forscher gaben Kopien von „Dr. Atkins' New Diet Revolution“ an die Vergaser.
4.5	Der Anwalt des Rappers, Mark Gann, gab keine Kommentare zurück.	Der 27-jährige Rapper's Anwalt in der Zivilsache, Mark Gann, gab keine Aufforderungen zur Stellungnahme zurück.
4.75	Auch das Wiegen auf dem Markt war die Nachricht, dass General Motors GM.N geplant hatte, 10 Milliarden Dollar an Schulden auszugeben, zum Teil, um ein Loch in seinen Rentenplan zu stecken.	Auch schmerzhaft war die Nachricht General Motors GM.N war, $10 Milliarden an Schulden auszugeben, zum Teil, um ein Loch in seinem Rentenplan zu stecken.
3.4	Russin äußerte sich nicht; sein Anwalt nahm an der Anhörung nicht teil und gab keine Telefonnachrichten zurück.	Sein Anwalt, ein Cousin, Basil Russin, nahm an der Anhörung nicht teil und gab keine Telefonnachrichten zurück.
4.0	Die Lizenzerlöse sanken jedoch um 21 Prozent auf 107,6 Millionen US-Dollar.	Lizenzverkäufe, ein wichtiger Maßstab für die Nachfrage, sanken um 21 Prozent auf 107,6 Millionen US-Dollar.
3.5	Hispanics, die am schnellsten wachsende ethnische Gruppe in den USA, haben Schwarze überholt, um die größte Minderheit in den USA zu werden, nach neu veröffentlichten Regierungszahlen.	Hispanics haben Afroamerikaner offiziell als größte Minderheitengruppe in den USA überholt, laut einem Bericht des US Census Bureau.
2.0	Der Bischof von Armidale, Peter Brain, war sofort.	„Er hat nicht viel Wahl“, sagte der Bischof von Armidale, Peter Brain.
4.0	Bei vollem Betrieb wird erwartet, dass die Anlage bis zu 1.000 Mitarbeiter beschäftigen wird.	Die Anlage würde 1.000 Mitarbeiter beschäftigen, wenn sie vollständig gebaut sind, sagte das Unternehmen.
1.4	Der American Stock Exchange Biotech Index .BTK stieg um 5 Prozent.	Die Philadelphia Stock Exchange Halbleiterindex .SOXX stieg um 6,10 Prozent.
3.2	„Ich mochte ihn wirklich und das tue ich immer noch“, sagte Cohen Alon gestern dem Herald.	Und ich mochte ihn wirklich, und das tue ich immer noch.
1.8	Für den gesamten Zeitraum von 12 Monaten, der am 30. Juni 2003 endet, erhöhte sich die erweiterten Serviceleitungen für ADSL um 37 Prozent und die Kabelmodemverbindungen um 75 Prozent.	Für den Zeitraum von 12 Monaten, der am 30. Juni endet, stiegen die in Häusern und Unternehmen installierten Hochgeschwindigkeitsstrecken um 45 Prozent.
